ISO code,Country and areas,Survey year,Year*,United Nations Region,United Nations Sub-Region,SDG Region,UNICEF Region,UNICEF Sub-Region,WHO Region,World Bank Income Classification,World Bank Region,LDC,LIFD,LLDC or SIDS,UNICEF Survey ID,WHO Global Database Number,Type of Estimate,WHZ Survey Sample (N),Severe Wasting,Severe Wasting Footnote,Wasting,Wasting Footnote,Overweight,Overweight Footnote,HAZ Survey Sample (N),Stunting,Stunting Footnote,WAZ Survey Sample (N),Underweight,Underweight Footnote,Fieldwork period,Report Author,Source,Short Source,U5 Population ('000s)
JAM,JAMAICA,1998,1998,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),340,02317,Reanalyzed,2441.8,0.9,,2.6,,4.3,,2302.1,9.5,,2320.7,3.8,,"May,1998-August,1998",The Planning Institute and the Statistical Institute of Jamaica ,"Jamaica survey of living conditions, 1998. Kingston: The Planning Institute of Jamaica (PIOJ)  and the Statistical Institute of Jamaica Statistical Institute of Jamaica (STATIN), 1999",LSMS,294.9830017
JAM,JAMAICA,1999,1999,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),341,02364,Reanalyzed,777.2,0.9,,2.4,,6.3,,733.0,5.7,,735.8,2.1,,"May,1999-July,1999",The Planning Institute and the Statistical Institute of Jamaica ,"Jamaica survey of living conditions, 1999. Kingston: The Planning Institute of Jamaica (PIOJ)  and the Statistical Institute of Jamaica Statistical Institute of Jamaica (STATIN), 2000",LSMS,287.9570007
JAM,JAMAICA,2000,2000,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),342,02773,Reanalyzed,775.3,1.5,,3.0,,7.3,,726.9,7.2,,731.9,3.9,,"May,2000-July,2000",The Planning Institute and the Statistical Institute of Jamaica ,"Jamaica survey of living conditions 2000. The Planning Institute of Jamaica (PIOJ)  and the Statistical Institute of Jamaica Statistical Institute of Jamaica (STATIN), 2001",LSMS,277.5830078
JAM,JAMAICA,2001,2001,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),343,02774,Reanalyzed,628.4,1.0,,3.2,,5.8,,613.2,6.6,,582.2,4.0,,"May,2001-July,2001",The Planning Institute and the Statistical Institute of Jamaica ,"Jamaica survey of living conditions 2001. The Planning Institute of Jamaica (PIOJ)  and the Statistical Institute of Jamaica Statistical Institute of Jamaica (STATIN), 2002",Other,266.8590088
JAM,JAMAICA,2002,2002,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),344,02775,Reanalyzed,3300.5,0.7,,2.4,,8.5,,3229.2,8.2,,3251.2,2.7,,"May,2002-July,2002",The Planning Institute and the Statistical Institute of Jamaica ,"Jamaica survey of living conditions 2002. The Planning Institute of Jamaica (PIOJ)  and the Statistical Institute of Jamaica Statistical Institute of Jamaica (STATIN), 2003",Other,257.6629944
JAM,JAMAICA,2004,2004,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),345,02776,Reanalyzed,787.5,1.1,,4.5,,7.5,,779.8,4.9,,792.7,3.1,,"May,2004-July,2004",The Planning Institute and the Statistical Institute of Jamaica ,"Jamaica survey of living conditions 2004. The Planning Institute of Jamaica (PIOJ)  and the Statistical Institute of Jamaica Statistical Institute of Jamaica (STATIN), 2005",Other,242.0200043
JAM,JAMAICA,2006,2006,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),346,02909,Reanalyzed,641.1,0.9,,3.7,,6.1,,618.0,7.5,,614.6,4.8,,"May,2006-July,2006",The Planning Institute and the Statistical Institute of Jamaica ,"Jamaica survey of living conditions 2006. The Planning Institute of Jamaica (PIOJ)  and the Statistical Institute of Jamaica Statistical Institute of Jamaica (STATIN), 2013",Other,237.5240021
JAM,JAMAICA,2007,2007,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),347,02910,Reanalyzed,671.6,1.2,,2.7,,8.7,,648.9,5.4,,664.9,1.8,,"May,2007-July,2007",The Planning Institute and the Statistical Institute of Jamaica ,"Jamaica survey of living conditions 2007. The Planning Institute of Jamaica (PIOJ)  and the Statistical Institute of Jamaica Statistical Institute of Jamaica (STATIN), 2013",Other,235.2489929
JAM,JAMAICA,2008-09,2008,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),348,03142,Reanalyzed,1561.5,0.3,,2.5,,7.8,,1580.3,6.9,,1581.4,2.4,,"August,2008-February,2009",The Planning Institute and the Statistical Institute of Jamaica ,"Jamaica survey of living conditions 2008. The Planning Institute of Jamaica (PIOJ)  and the Statistical Institute of Jamaica Statistical Institute of Jamaica (STATIN), 2013",Other,231.2620087
JAM,JAMAICA,2010,2010,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),349,03129,Reanalyzed,588.9,1.5,,4.8,,4.1,,593.0,6.0,,592.2,3.4,,"May,2010-August,2010",The Planning Institute and the Statistical Institute of Jamaica,"Jamaica survey of living conditions 2010. The Planning Institute of Jamaica (PIOJ)  and the Statistical Institute of Jamaica Statistical Institute of Jamaica (STATIN), 2013",Other,221.6100006
JAM,JAMAICA,2012,2012,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),350,03273,Reanalyzed,1721.7,0.8,,3.0,,7.8,,1745.0,6.8,,1739.8,2.7,,"June,2012-November,2012",The Planning Institute and the Statistical Institute of Jamaica,"Jamaica survey of living conditions 2012. The Planning Institute of Jamaica (PIOJ)  and the Statistical Institute of Jamaica Statistical Institute of Jamaica (STATIN), 2015",Other,210.7109985
JAM,JAMAICA,2014,2014,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),1247,03337,Reanalyzed,584.3,0.5,,3.6,,8.3,,574.5,6.0,,584.3,2.2,,"June,2014-November,2014",The Planning Institute and the Statistical Institute of Jamaica,"Jamaica survey of living conditions 2014. The Planning Institute of Jamaica (PIOJ)  and the Statistical Institute of Jamaica Statistical Institute of Jamaica (STATIN), 2017",Other,202.1880035
JAM,JAMAICA,2016,2016,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),3764,03473,Reanalyzed,606.7,0.5,,3.3,,6.8,,584.6,9.3,,594.9,4.4,,"July,2016-November,2016",The Planning Institute and the Statistical Institute of Jamaica,"Jamaica survey of living conditions 2016. The Planning Institute of Jamaica (PIOJ)  and the Statistical Institute of Jamaica Statistical Institute of Jamaica (STATIN), 2019",Other,195.2169952
JAM,JAMAICA,2018-19,2018,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),4623,05276,Reanalyzed,135279.0,1.0,,3.2,,5.7,,133373.4,4.6,,132424.5,2.5,,"April,2018-March,2019",The Planning Institute and the Statistical Institute of Jamaica,"Jamaica survey of living conditions 2018. The Planning Institute of Jamaica (PIOJ)  and the Statistical Institute of Jamaica Statistical Institute of Jamaica (STATIN), 2020",Other,184.7380066
JPN,JAPAN,2010,2010,Asia,Eastern Asia,Eastern Asia and South-eastern Asia,EAP,EAP,WPRO,High Income,East Asia & Pacific,,,,351,03268,External Reanalysis,6643.0,0.2,,2.3,,1.5,,6643.0,7.1,,6643.0,3.4,,"September,2010-September,2010","Equal Employment, Children and Families Bureau of the Ministry of Health, Labour and Welfare in Japan",Japan 2010 Growth Survey of Infants and Children,Other,5408.674805
JOR,JORDAN,1990,1990,Asia,Western Asia,Western Asia and Northern Africa,MENA,MENA,EMRO,Upper Middle Income,Middle East & North Africa,,,,352,00364,Reanalyzed,6654.8,1.5,,4.0,,8.5,,6783.9,20.0,,6762.3,5.1,,"October,1990-December,1990","Zou'bi A, Poedjastoeti S, Ayad M.","Jordan population and family health survey 1990. Demographic and Health Surveys. Ministry of Health. Amman, Jordan, 1992",DHS,597.5189819
JOR,JORDAN,1997,1997,Asia,Western Asia,Western Asia and Northern Africa,MENA,MENA,EMRO,Upper Middle Income,Middle East & North Africa,,,,353,01927,Reanalyzed,5524.9,0.6,,2.4,,4.3,,5548.9,11.1,,5650.9,3.8,,"June,1997-October,1997",Department of Statistics (DOS) [Jordan] and Macro International Inc. (MI).,"Jordan population and family health survey 1997. Demographic and Health Surveys. Calverton, Maryland: DOS and MI, 1998",DHS,736.8770142
JOR,JORDAN,2002,2002,Asia,Western Asia,Western Asia and Northern Africa,MENA,MENA,EMRO,Upper Middle Income,Middle East & North Africa,,,,354,02522,Reanalyzed,4652.1,0.8,,2.5,,4.5,,4677.9,11.7,,4762.1,3.7,,"July,2002-September,2002",Department of Statistics [Jordan] and ORC Macro.,"Jordan population and family health survey 2002. Demographic and Health Surveys. Calverton, Maryland, USA: Department of Statistics and ORC Macro, 2003",DHS,738.7039795
JOR,JORDAN,2009,2009,Asia,Western Asia,Western Asia and Northern Africa,MENA,MENA,EMRO,Upper Middle Income,Middle East & North Africa,,,,355,03042,Reanalyzed,4066.4,0.2,,1.6,,6.6,,4079.2,8.2,,4117.6,1.9,,"October,2009-December,2009",Department of Statistics [Jordan] and ICF Macro.,"Jordan population and family health survey 2009. Demographic and Health Surveys. Calverton, Maryland, USA: Department of Statistics and ICF Macro, 2010",IDHS,904.0650024
JOR,JORDAN,2012,2012,Asia,Western Asia,Western Asia and Northern Africa,MENA,MENA,EMRO,Upper Middle Income,Middle East & North Africa,,,,356,03168,Reanalyzed,5869.8,0.7,,2.4,,4.7,,5885.9,7.8,,5924.1,3.0,,"September,2012-December,2012",Department of Statistics [Jordan] and ICF International.,"Jordan population and family health survey 2012. Demographic and Health Surveys. Calverton, Maryland, USA: Department of Statistics and ICF International, 2013",DHS,951.7119751
JOR,JORDAN,2019,2019,Asia,Western Asia,Western Asia and Northern Africa,MENA,MENA,EMRO,Upper Middle Income,Middle East & North Africa,,,,2932,05340,Reanalyzed,676.9,0.3,s 37,0.6,s 37,9.2,s 37,681.3,7.4,37,701.7,2.7,s 37,"March,2019-May,2019","Ministry of Health, UNICEF, WFP, Jordan Health Aid Society International, Department of Statistics, Biolab, GroundWork","Jordan National Micronutrient and Nutritional Survey 2019. Amman, Jordan; 2021.",NNS,1191.897949
KAZ,KAZAKHSTAN,1995,1995,Asia,Central Asia,Central Asia and Southern Asia,ECA,EECA,EURO,Upper Middle Income,Europe & Central Asia,,,Landlocked developing countries (LLDCs),357,01674,Reanalyzed,719.9,1.8,b,6.3,b,5.7,w 3,720.9,18.9,w 3,,6.6,b,"May,1995-August,1995",National Institute of Nutrition/Kazakstan and Macro International,"Kazakhstan demographic and health survey 1995. Demographic and Health Surveys. Almaty, Kazakhstan, 1996",DHS,1649.677002
KAZ,KAZAKHSTAN,1999,1999,Asia,Central Asia,Central Asia and Southern Asia,ECA,EECA,EURO,Upper Middle Income,Europe & Central Asia,,,Landlocked developing countries (LLDCs),358,02181,Reanalyzed,618.5,1.0,,2.5,,4.9,,619.2,13.2,p,624.5,3.8,p,"July,1999-September,1999",Academy of Preventive Medicine/Kazakhstan and Macro International,"Kazakhstan demographic and health survey 1999. Demographic and Health Surveys. Calverton, Maryland: Academy of Preventive Medicine [Kazakhstan] and Macro International Inc., 1999",DHS,1229.64502
KAZ,KAZAKHSTAN,2006,2006,Asia,Central Asia,Central Asia and Southern Asia,ECA,EECA,EURO,Upper Middle Income,Europe & Central Asia,,,Landlocked developing countries (LLDCs),359,02860,Reanalyzed,4273.1,2.3,,4.9,,16.9,,4312.6,17.5,,4399.8,4.9,,"January,2006-March,2006","United Nations Children's Fund (UNICEF), Agency of the Republic of Kazakhstan on Statistic, Republican State Enterprise Data Computing Centre.","Kazakhstan multiple indicator cluster survey 2006. Final report. Astana, Kazakhstan: UNICEF and Agency of the Republic of Kazakhstan on Statistic, 2007",MICS,1313.084961
KAZ,KAZAKHSTAN,2010-11,2010,Asia,Central Asia,Central Asia and Southern Asia,ECA,EECA,EURO,Upper Middle Income,Europe & Central Asia,,,Landlocked developing countries (LLDCs),360,03159,Reanalyzed,4954.6,1.7,,4.1,,13.3,,4986.6,13.1,,5015.0,3.7,,"October,2010-January,2011",The Agency of Statistics [Republic of Kazakhstan] and United Nations Children's Fund (UNICEF).,"Multiple indicator cluster survey (MICS) in the Republic of Kazakhstan (RK), 2010-2011. Final report. Astana, Kazakhstan: the Agency of Statistics, RK and the Republican State Enterprise Information Computing Center, 2012",MICS,1671.36499
KAZ,KAZAKHSTAN,2015,2015,Asia,Central Asia,Central Asia and Southern Asia,ECA,EECA,EURO,Upper Middle Income,Europe & Central Asia,,,Landlocked developing countries (LLDCs),361,03304,Reanalyzed,5218.5,1.1,,3.1,,9.3,,5276.7,8.0,,5303.8,2.0,,"September,2015-November,2015",The Statistics Committee of the Ministry of National Economy of the Republic of Kazakhstan.,"2015 Kazakhstan Multiple Indicator Cluster Survey, Final Report. Astana, Kazakhstan: The Statistics Committee of the Ministry of National Economy of the Republic of Kazakhstan, 2016.",MICS,1902.939941
KEN,KENYA,1985-89,1987,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,362,00438,Adjusted,6957.0,,,5.5,cd,,,6957.0,37.0,cd,,,,"January,1985-December,1989","Central Bureau of Statistics, Ministry of Planning and National Development","Fourth Rural Child Nutrition Survey, 1987. Central Bureau of Statistics, Ministry of Planning and National Development. Republic of Kenya, Nairobi; 1991 ",Other,4152.751953
KEN,KENYA,1993,1993,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,363,01002,Reanalyzed,4903.7,2.6,,7.1,,5.8,,4841.1,40.2,,5006.1,19.4,,"February,1993-August,1993","National Council for Population and Development - NCPD/Kenya, Central Bureau of Statistics - CBS/Kenya, and Macro International","Kenya demographic and health survey 1993. Demographic and Health Surveys. Central Bureau of Statistics. Nairobi, Kenya, 1994",DHS,4646.313965
KEN,KENYA,1994,1994,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,364,01571,Reanalyzed,3693542.8,2.4,r,6.8,r,5.1,r,3681155.8,41.1,pr,3712355.3,17.9,p,"June,1994-August,1994",Central Bureau of Statistics.,"Fifth child nutrition survey, 1994. Welfare monitoring survey. Nairobi, Kenya, 1995.",Other,4694.647949
KEN,KENYA,1998,1998,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,365,01993,Reanalyzed,2916.0,3.0,b,7.5,b,7.5,w 3,2927.6,36.8,w 3,,17.9,b,"February,1998-July,1998","National Council for Population and Development (NCPD), Central Bureau of Statistics (CBS) [Kenya], and Macro International Inc. (MI).","Kenya demographic and health survey 1998. Demographic and Health Surveys. Central Bureau of Statistics. Calverton, Maryland: NDPD, CBS, and MI., 1999",DHS,5031.081055
KEN,KENYA,2000,2000,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,366,02568,Reanalyzed,6067.3,2.9,r,7.4,r,8.1,r,5924.0,40.8,r,6417.7,17.1,,"September,2000-October,2000","Central Bureau of Statistics, Ministry of Finance and Planning [Kenya].","Kenya multiple indicator cluster survey 2000 (MICS). Government  of Kenya and Unicef. Nairobi, Kenya, 2002",MICS,5304.51709
KEN,KENYA,2003,2003,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,367,02590,Reanalyzed,5440.4,2.4,,6.2,,5.8,,5388.7,35.8,,5544.4,16.4,,"April,2003-September,2003","Central Bureau of Statistics (CBS) [Kenya], Ministry of Health (MOH) [Kenya], and ORC Macro.","Kenya demographic and health survey 2003. Demographic and Health Surveys. Calverton, Maryland: CBS, MOH, and ORC Macro, 2004",DHS,5788.299805
KEN,KENYA,2005-06,2005,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,368,03101,Reanalyzed,3780746.8,2.4,,6.9,,7.9,,3626128.5,40.3,,3818246.3,18.0,,"May,2005-May,2006",Kenya National Bureau of Statistics.,"Kenya integrated household budget survey (KIHBS), 2005/06: Revised edition, basic report. Nairobi, Kenya 2006",Other,6102.098145
KEN,KENYA,2008-09,2008,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,369,03020,Reanalyzed,5586.0,2.1,,6.9,,5.0,,5568.6,35.5,,5705.0,16.5,,"October,2008-March,2009",Kenya National Bureau of Statistics (KNBS) and ICF Macro.,"Kenya demographic and health survey 2008-09. Demographic and Health Surveys. Calverton, Maryland: KNBS and ICF Macro, 2010",DHS,6581.641113
KEN,KENYA,2011,2011,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,1238,03474,Reported,,1.9,b,6.0,b,,,,26.3,w 21,,12.4,b,"September,2011-December,2011",KEMRI; KNBS; NDU; NPHLS; UNICEF; MI; GAIN; WFP; CDC; WHO,Kenya 2011 National Micronutrient Survey,Other,6916.092773
KEN,KENYA,2014,2014,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,370,03250,Reanalyzed,19150.6,1.0,,4.2,,4.1,,19106.1,26.2,,19249.6,11.2,,"May,2014-October,2014","Kenya National Bureau of Statistics (KNBS), Ministry of Health, National AIDS Control Council, (NACC) Kenya Medical Research Institute (KEMRI) and the National Council for Population and Development (NCPD)","Kenya demographic and health Survey (2014 KDHS): Final Report. Demongraphic and Health Surveys. Nairobi, Kenya: KNBS, Ministry of Health, NACC, KEMRI, NCPD, 2015",DHS,6855.338867
KEN,KENYA,2015-16,2016,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,938,05395,Reanalyzed,4198890.5,2.3,b,7.0,b,5.0,,4250392.0,29.7,pw 9,,13.0,b,"September,2015-August,2016",Central Bureau of Statistics,Kenya 2015-16 Integrated Household Budget Survey (KIHBS),Other,6803.625
KEN,KENYA,2022,2022,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,8917,09791,Reported,17238.0,0.6,,4.9,,3.2,,17132.0,17.6,,17180.0,10.1,,"February,2022-July,2022",USAID,Kenya Demographic and Health Survey 2022,DHS,6958.26709
KIR,KIRIBATI,1985,1985,Oceania,Micronesia,Oceania excluding Australia and New Zealand,EAP,EAP,WPRO,Lower Middle Income,East Asia & Pacific,Least Developed Countries (LDCs),,Small island developing States (SIDS),371,00973,Adjusted,2941.0,,,12.6,c,15.9,c,2941.0,34.4,c,2941.0,11.3,c,,Ministry of Health and Family Planning.,"National nutrition survey, 1985. Government of Kiribati. South Tarawa, Republic of Kiribati, 1990",NNS,10.62800026
KIR,KIRIBATI,2009,2009,Oceania,Micronesia,Oceania excluding Australia and New Zealand,EAP,EAP,WPRO,Lower Middle Income,East Asia & Pacific,Least Developed Countries (LDCs),,Small island developing States (SIDS),372,03181,Reanalyzed,,,,,,,,,,,1044.4,15.1,p,"September,2009-December,2009",Kiribati National Statistics Office (KNSO) and Secretariat of the Pacific Community (SPC).,"Kiribati demographic and health survey. Noumea, Kiribati: SPC, 2009.",DHS-Style,14.10599995
KIR,KIRIBATI,2018-19,2018,Oceania,Micronesia,Oceania excluding Australia and New Zealand,EAP,EAP,WPRO,Lower Middle Income,East Asia & Pacific,Least Developed Countries (LDCs),,Small island developing States (SIDS),2286,03475,Reanalyzed,2143.1,1.3,,3.5,,2.1,,2128.9,15.2,,2158.6,6.9,,"November,2018-January,2019",Kiribati National Statistics Office,Kiribati 2018-2019 Social Development Indicator Survey,MICS,16.38599968
KWT,KUWAIT,1996-97,1996,Asia,Western Asia,Western Asia and Northern Africa,MENA,MENA,EMRO,High Income,Middle East & North Africa,,,,373,01840,Adjusted,12376.0,,,1.7,c 43,8.9,c 43,12376.0,5.0,c 43,12376.0,1.5,c 43,"January,1996-December,1997",Ministry of Health,"Kuwait national nutritional surveillance system. Nutrition unit, Ministry of Health. Al Shaab, Kuwait, 1998",Surveillance,191.8370056
KWT,KUWAIT,2001,2001,Asia,Western Asia,Western Asia and Northern Africa,MENA,MENA,EMRO,High Income,Middle East & North Africa,,,,2050,03010,External Reanalysis,4878.0,0.4,43,2.2,43,11.0,43,4878.0,4.0,43,4878.0,2.2,43,,"Administration of Food and Nutrition, Ministry of Healh","Kuwait Nutrition Surveillance System [KNSS] 2001. Kuwait city, Kuwait: Food & Nutrition Administration",Surveillance,199.798996
KWT,KUWAIT,2002,2002,Asia,Western Asia,Western Asia and Northern Africa,MENA,MENA,EMRO,High Income,Middle East & North Africa,,,,2051,03577,External Reanalysis,3842.0,0.5,43,2.2,43,6.6,43,3842.0,3.6,43,3842.0,2.1,43,,"Administration of Food and Nutrition, Ministry of Health","Kuwait Nutrition Surveillance System [KNSS] 2002. Kuwait city, Kuwait: Food & Nutrition Administration",Surveillance,199.7409973
KWT,KUWAIT,2003,2003,Asia,Western Asia,Western Asia and Northern Africa,MENA,MENA,EMRO,High Income,Middle East & North Africa,,,,2052,03578,External Reanalysis,4308.0,0.7,43,2.6,43,6.8,43,4308.0,3.9,43,4308.0,2.3,43,,"Administration of Food and Nutrition, Ministry of Health","Kuwait Nutrition Surveillance System [KNSS] 2003. Kuwait city, Kuwait: Food & Nutrition Administration",Surveillance,198.4230042
KWT,KUWAIT,2004,2004,Asia,Western Asia,Western Asia and Northern Africa,MENA,MENA,EMRO,High Income,Middle East & North Africa,,,,2053,03579,External Reanalysis,4381.0,1.1,43,3.4,43,7.1,43,4381.0,4.1,43,4381.0,2.8,43,,"Administration of Food and Nutrition, Ministry of Health","Kuwait Nutrition Surveillance System [KNSS] 2004. Kuwait city, Kuwait: Food & Nutrition Administration",Surveillance,195.5379944
KWT,KUWAIT,2005,2005,Asia,Western Asia,Western Asia and Northern Africa,MENA,MENA,EMRO,High Income,Middle East & North Africa,,,,2054,03580,External Reanalysis,5601.0,1.0,43,3.3,43,7.5,43,5601.0,4.5,43,5601.0,2.7,43,,"Administration of Food and Nutrition, Ministry of Health","Kuwait Nutrition Surveillance System [KNSS] 2005. Kuwait city, Kuwait: Food & Nutrition Administration",Surveillance,197.8419952
KWT,KUWAIT,2006,2006,Asia,Western Asia,Western Asia and Northern Africa,MENA,MENA,EMRO,High Income,Middle East & North Africa,,,,2055,03048,External Reanalysis,3422.0,0.6,43,2.8,43,8.7,43,3422.0,4.6,43,3422.0,2.7,43,"January,2006-December,2006","Administration of Food and Nutrition, Ministry of Health","Kuwait Nutrition Surveillance System [KNSS] 2006. Kuwait city, Kuwait: Food & Nutrition Administration",Surveillance,209.5870056
KWT,KUWAIT,2007,2007,Asia,Western Asia,Western Asia and Northern Africa,MENA,MENA,EMRO,High Income,Middle East & North Africa,,,,2056,03581,External Reanalysis,3949.0,0.8,43,3.6,43,8.5,43,3949.0,5.1,43,3949.0,2.9,43,"January,2007-December,2007","Administration of Food and Nutrition, Ministry of Health","Kuwait Nutrition Surveillance System [KNSS] 2007. Kuwait city, Kuwait: Food & Nutrition Administration",Surveillance,224.5829926
KWT,KUWAIT,2008,2008,Asia,Western Asia,Western Asia and Northern Africa,MENA,MENA,EMRO,High Income,Middle East & North Africa,,,,2057,03582,External Reanalysis,4199.0,0.5,43,2.2,43,9.3,43,4199.0,5.1,43,4199.0,2.3,43,"January,2008-December,2008","Administration of Food and Nutrition, Ministry of Health","Kuwait Nutrition Surveillance System [KNSS] 2008. Kuwait city, Kuwait: Food & Nutrition Administration",Surveillance,238.7030029
KWT,KUWAIT,2009,2009,Asia,Western Asia,Western Asia and Northern Africa,MENA,MENA,EMRO,High Income,Middle East & North Africa,,,,2058,03583,External Reanalysis,4099.0,0.3,43,1.8,43,9.0,43,4099.0,3.8,43,4099.0,1.7,43,"January,2009-December,2009","Administration of Food and Nutrition, Ministry of Health","Kuwait Nutrition Surveillance System [KNSS] 2009. Kuwait city, Kuwait: Food & Nutrition Administration",Surveillance,250.598999
KWT,KUWAIT,2010,2010,Asia,Western Asia,Western Asia and Northern Africa,MENA,MENA,EMRO,High Income,Middle East & North Africa,,,,2060,03144,External Reanalysis,4062.0,0.6,43,2.4,43,7.8,43,4062.0,4.1,43,4062.0,1.7,43,"January,2010-December,2010","Food & Nutrition Administration, Ministry of Health, Kuwait","Kuwait Nutrition Surveillance System [KNSS] 2010. Kuwait city, Kuwait: Food & Nutrition Administration, 2013",Surveillance,261.6799927
KWT,KUWAIT,2011,2011,Asia,Western Asia,Western Asia and Northern Africa,MENA,MENA,EMRO,High Income,Middle East & North Africa,,,,2061,03584,External Reanalysis,4200.0,0.4,43,1.7,43,8.3,43,4200.0,4.0,43,4200.0,2.1,43,"January,2011-December,2011","Food & Nutrition Administration, Ministry of Health, Kuwait","Kuwait Nutrition Surveillance System [KNSS] 2011. Kuwait city, Kuwait: Food & Nutrition Administration, 2013",Surveillance,278.0820007
KWT,KUWAIT,2012,2012,Asia,Western Asia,Western Asia and Northern Africa,MENA,MENA,EMRO,High Income,Middle East & North Africa,,,,2062,03585,External Reanalysis,3860.0,0.6,43,2.4,43,9.5,43,3860.0,4.3,43,3860.0,2.2,43,"January,2012-December,2012","Food & Nutrition Administration, Ministry of Health, Kuwait","Kuwait Nutrition Surveillance System [KNSS] 2012. Kuwait city, Kuwait: Food & Nutrition Administration, 2013",Surveillance,297.5379944
KWT,KUWAIT,2013,2013,Asia,Western Asia,Western Asia and Northern Africa,MENA,MENA,EMRO,High Income,Middle East & North Africa,,,,2063,03254,External Reanalysis,3571.0,0.7,43,2.7,43,7.8,43,3571.0,4.8,43,3571.0,3.1,43,"January,2013-December,2013","Food & Nutrition Administration, Ministry of Health, Kuwait","Kuwait Nutrition Surveillance System [KNSS] 2013. Kuwait city, Kuwait: Food & Nutrition Administration, 2015",Surveillance,312.6699829
